0.1494,2000
0.1688,2001
0.1702,2002
0.1374,2003
0.137,2004
0.1546,2005
0.1633,2006
0.159,2007
0.1585,2008
0.1497,2009
0.1944,2010
0.1805,2011
0.172,2012
0.1902,2013
0.1337,2014
0.166,2015
0.1577,2016
0.1549,2017
0.1826,2018
0.1518,2019
0.1487,2020
0.1681,2021
0.1773,2022
